date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:32:44	3185/3185	---M--	200	added ('OK')	image/png	date:Mon,%2005%20May%202025%2021:36:59%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/04/393a7d8e436bccc3aedfd43865b48890-icone-de-cadeado.png	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/04/393a7d8e436bccc3aedfd43865b48890-icone-de-cadeado.png	(from https://appminhacoroa.site/inicial.html)
23:32:46	30531/30531	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20May%202025%2021:31:22%20GMT	https://appminhacoroa.site/index.html	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/index-2.html	(from https://appminhacoroa.site/inicial.html)
23:32:47	111099/111099	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/2.jpeg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/2.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:47	416840/416840	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:25%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/22.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/22.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:48	73146/73146	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/10.jpeg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/10.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:49	154411/154411	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/1010.jpeg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/1010.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:50	249369/249369	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/4.jpeg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/4.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:50	403343/403343	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:25%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/44.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/44.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:51	135894/135894	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/5.jpeg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/5.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:52	198019/198019	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/6.jpeg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/6.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:52	6237999/6237999	---M--	200	added ('OK')	image/png	date:Mon,%2005%20May%202025%2021:37:25%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/55.png	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/55.png	(from https://appminhacoroa.site/inicial.html)
23:32:53	959040/959040	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:25%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/66.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/66.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:53	98288/98288	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/7.jpeg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/7.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:54	357234/357234	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:25%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/77.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/77.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:55	133242/133242	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/8.jpeg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/8.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:56	1453018/1453018	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:25%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/88.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/88.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:56	120715/120715	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/9.jpeg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/9.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:57	667135/667135	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/99.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/99.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:58	210468/210468	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/3.jpeg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/3.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:58	234865/234865	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:25%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/33.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/33.jpg	(from https://appminhacoroa.site/inicial.html)
23:32:59	280409/280409	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/11L.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/11L.jpg	(from https://appminhacoroa.site/inicial.html)
23:33:00	775730/775730	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/111L.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/111L.jpg	(from https://appminhacoroa.site/inicial.html)
23:33:00	140172/140172	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/12J.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/12J.jpg	(from https://appminhacoroa.site/inicial.html)
23:33:01	33113/33113	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/13P.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/13P.jpg	(from https://appminhacoroa.site/inicial.html)
23:33:01	550966/550966	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/122J.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/122J.jpg	(from https://appminhacoroa.site/inicial.html)
23:33:02	19604/19604	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:37:00%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/05/133P.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/05/133P.jpg	(from https://appminhacoroa.site/inicial.html)
23:33:02	240/240	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Jul%202025%2002:33:07%20GMT	https://appminhacoroa.site/chat	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/chat.4e.delayed	(from https://appminhacoroa.site/inicial.html)
23:33:04	48375/48375	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20May%202025%2021:31:24%20GMT	https://appminhacoroa.site/chat/	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/chat/index.html	(from https://appminhacoroa.site/inicial.html)
23:33:04	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:08%20GMT	https://appminhacoroa.site/wp-content/uploads/elementor/google-fonts/css/robotoslab.csslink%20rel=%22https:/api.w.org/%22%20href=%22https:/minhacoroaplus.site/wp-json/%22%20/link%20rel=%22alternate%22%20title=%22JSON%22%20type=%22application/json%22%20href=%22https:/minhacoroaplus.site/wp-json/wp/v2/pages/110%22%20/link%20rel=%22EditURI%22%20type=%22application/rsd+xml%22%20title=%22RSD%22%20href=%22https:/minhacoroaplus.site/xmlrpc.php?rsd%22%20/meta%20name=%22generator%22%20content=%22WordPress%206.8.1%22%20/link%20rel=%22canonical%22%20href=%22index.html%22%20/link%20rel=	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/elementor/google-fonts/css/robotoslab.csslink%20rel=_https_/api.w.org/_%20href=_https_/minhacoroaplus.site/wp-json/_/link%20rel=_alternate_%20title=_JSON_/xmlrpc.4f51fd.delaye	(from https://appminhacoroa.site/wp-content/uploads/elementor/google-fonts/css/robotoslab.css<link%20rel=%22https://api.w.org/%22%20href=%22https://minhacoroaplus.site/wp-json/%22%20/><link%20rel=%22alternate%22%20title=%22JSON%22%20type=%22application/json%22%20href=%22https://minhacoroaplus.site/wp-json/wp/v2/pages/110%22%20/><link%20rel=%22EditURI%22%20type=%22application/rsd+xml%22%20title=%22RSD%22%20href=%22https://minhacoroaplus.site/xmlrpc.php?rsd%22%20/><meta%20name=%22generator%22%20content=%22WordPress%206.8.1%22%20/><link%20rel=%22canonical%22%20href=%22index.html%22%20/><link%20rel=)
23:33:05	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:09%20GMT	https://appminhacoroa.site/wp-content/themes/hello-elementor/style.min9b70.css?ver=3.3.0	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/themes/hello-elementor/style.min9b70.509b70.delayed	(from https://appminhacoroa.site/chat/)
23:33:06	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:10%20GMT	https://appminhacoroa.site/wp-content/themes/hello-elementor/theme.min9b70.css?ver=3.3.0	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/themes/hello-elementor/theme.min9b70.519b70.delayed	(from https://appminhacoroa.site/chat/)
23:33:07	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:11%20GMT	https://appminhacoroa.site/wp-content/themes/hello-elementor/header-footer.min9b70.css?ver=3.3.0	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/themes/hello-elementor/header-footer.min9b70.529b70.delayed	(from https://appminhacoroa.site/chat/)
23:33:08	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:12%20GMT	https://appminhacoroa.site/wp-content/plugins/elementor/assets/css/frontend.min87cc.css?ver=3.28.3	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/plugins/elementor/assets/css/frontend.min87cc.5387cc.delayed	(from https://appminhacoroa.site/chat/)
23:33:09	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:13%20GMT	https://appminhacoroa.site/wp-content/uploads/elementor/css/post-73c15.css?ver=1745042779	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/elementor/css/post-73c15.543c15.delayed	(from https://appminhacoroa.site/chat/)
23:33:10	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:13%20GMT	https://appminhacoroa.site/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min4e44.css?ver=5.36.0	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min4e44.554e44.delayed	(from https://appminhacoroa.site/chat/)
23:33:11	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:15%20GMT	https://appminhacoroa.site/wp-content/plugins/elementor-pro/assets/css/frontend.min6b60.css?ver=3.16.2	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/plugins/elementor-pro/assets/css/frontend.min6b60.566b60.delayed	(from https://appminhacoroa.site/chat/)
23:33:12	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:16%20GMT	https://appminhacoroa.site/wp-content/uploads/elementor/css/post-584c131.css?ver=1746440637	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/elementor/css/post-584c131.57c131.delayed	(from https://appminhacoroa.site/chat/)
23:33:13	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:17%20GMT	https://appminhacoroa.site/wp-content/uploads/elementor/google-fonts/css/roboto82d2.css?ver=1745017308	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/elementor/google-fonts/css/roboto82d2.5882d2.delayed	(from https://appminhacoroa.site/chat/)
23:33:14	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:18%20GMT	https://appminhacoroa.site/wp-content/uploads/elementor/google-fonts/css/robotoslabcff1.css?ver=1745017325	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/elementor/google-fonts/css/robotoslabcff1.59cff1.delayed	(from https://appminhacoroa.site/chat/)
23:33:15	48375/48375	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20May%202025%2021:31:24%20GMT	https://appminhacoroa.site/chat/index.html	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/chat/index-2.html	(from https://appminhacoroa.site/chat/)
23:33:15	34009/34009	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20May%202025%2021:36:59%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/04/fundochat.jpg	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/04/fundochat.jpg	(from https://appminhacoroa.site/chat/)
23:33:16	125020/125020	---M--	200	added ('OK')	image/png	date:Mon,%2005%20May%202025%2021:36:59%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/04/logochat.png	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/04/logochat.png	(from https://appminhacoroa.site/chat/)
23:33:17	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:21%20GMT	https://appminhacoroa.site/wp-content/uploads/2025/04/1.html	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/uploads/2025/04/1.5d.delayed	(from https://appminhacoroa.site/chat/)
23:33:18	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:22%20GMT	https://appminhacoroa.site/wp-content/themes/hello-elementor/assets/js/hello-frontend.min9b70.js?ver=3.3.0	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/themes/hello-elementor/assets/js/hello-frontend.min9b70.5e9b70.delayed	(from https://appminhacoroa.site/chat/)
23:33:19	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:23%20GMT	https://appminhacoroa.site/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min6b60.js?ver=3.16.2	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min6b60.5f6b60.delayed	(from https://appminhacoroa.site/chat/)
23:33:20	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:24%20GMT	https://appminhacoroa.site/wp-content/plugins/elementor/assets/js/webpack.runtime.min87cc.js?ver=3.28.3	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/plugins/elementor/assets/js/webpack.runtime.min87cc.6087cc.delayed	(from https://appminhacoroa.site/chat/)
23:33:21	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:25%20GMT	https://appminhacoroa.site/wp-includes/js/jquery/jquery.minf43b.js?ver=3.7.1	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-includes/js/jquery/jquery.minf43b.61f43b.delayed	(from https://appminhacoroa.site/chat/)
23:33:22	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:26%20GMT	https://appminhacoroa.site/wp-includes/js/jquery/jquery-migrate.min5589.js?ver=3.4.1	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-includes/js/jquery/jquery-migrate.min5589.625589.delayed	(from https://appminhacoroa.site/chat/)
23:33:23	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:27%20GMT	https://appminhacoroa.site/wp-content/plugins/elementor/assets/js/frontend-modules.min87cc.js?ver=3.28.3	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/plugins/elementor/assets/js/frontend-modules.min87cc.6387cc.delayed	(from https://appminhacoroa.site/chat/)
23:33:24	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:28%20GMT	https://appminhacoroa.site/wp-includes/js/dist/hooks.min4fdd.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-includes/js/dist/hooks.min4fdd.644fdd.delayed	(from https://appminhacoroa.site/chat/)
23:33:25	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:29%20GMT	https://appminhacoroa.site/wp-includes/js/dist/i18n.minc33c.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-includes/js/dist/i18n.minc33c.65c33c.delayed	(from https://appminhacoroa.site/chat/)
23:33:26	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:30%20GMT	https://appminhacoroa.site/wp-content/plugins/elementor-pro/assets/js/frontend.min6b60.js?ver=3.16.2	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/plugins/elementor-pro/assets/js/frontend.min6b60.666b60.delayed	(from https://appminhacoroa.site/chat/)
23:33:27	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:31%20GMT	https://appminhacoroa.site/wp-includes/js/jquery/ui/core.minb37e.js?ver=1.13.3	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-includes/js/jquery/ui/core.minb37e.67b37e.delayed	(from https://appminhacoroa.site/chat/)
23:33:28	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:32%20GMT	https://appminhacoroa.site/wp-content/plugins/elementor/assets/js/frontend.min87cc.js?ver=3.28.3	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/plugins/elementor/assets/js/frontend.min87cc.6887cc.delayed	(from https://appminhacoroa.site/chat/)
23:33:29	59452/59452	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2002:33:33%20GMT	https://appminhacoroa.site/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min6b60.js?ver=3.16.2	C:/My%20Web%20Sites/Segredinho%20vip/appminhacoroa.site/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min6b60.696b60.delayed	(from https://appminhacoroa.site/chat/)
